THETA1,THETA2,THETA3,THETA4,THETA5,THETA6,THETA7,THETA8,THETA9,OMEGA11,OMEGA21,OMEGA22,OMEGA31,OMEGA32,OMEGA33,OMEGA41,OMEGA42,OMEGA43,OMEGA44,SIGMA11
12.41,11.76,18.63,11,-0.2415,1.024,0.001857,0.5086,0.4085,0.08432,0.005239,0.122,0.004549,0.01154,0.07774,-0.01778,0.001553,0.007359,0.06637,0
14.45,11.54,18.3,14.33,-0.912,0.9689,0.0832,-0.5973,0.626,0.1041,0.02353,0.1109,0.005744,-7e-06,0.1056,0.01095,-8.1e-05,0.005198,0.08579,0
12.66,7.606,21.21,12.54,0.3867,0.5809,0.04203,0.6547,0.563,0.08577,0.01669,0.1372,-0.007032,0.01836,0.1207,-0.01512,-0.005917,0.004516,0.07807,0
16.46,10.63,20.84,12.54,-0.4185,0.9524,-0.01556,0.3553,0.2187,0.08916,0.01689,0.08853,-0.01483,-0.01762,0.1286,-0.004424,0.005911,-0.02472,0.1054,0
14.45,9.69,18.47,14.16,-0.6413,0.474,0.0471,-0.553,0.7152,0.08994,-0.000114,0.09868,-0.002396,-0.003226,0.1368,0.004341,0.004104,-0.000874,0.09209,0
14.04,10.83,16.67,12.15,-0.9938,0.6288,0.06124,0.6178,0.4649,0.0963,0.003354,0.143,-0.003507,0.002486,0.08197,0.009401,0.009104,-0.002344,0.07511,0
13.8,9.532,17.34,12.14,-0.4685,0.4927,0.06706,-0.1118,0.242,0.08452,0.02128,0.1154,0.02177,0.01411,0.1351,0.003407,0.008608,0.006915,0.06104,0
14.15,11.17,17.34,12.98,-0.1056,0.344,0.003916,0.5627,0.807,0.08736,0.01251,0.1585,-0.001333,-0.03259,0.1185,0.000688,-0.04105,0.006352,0.08693,0
14.98,11.32,18.92,10.61,-1.277,1.068,0.01494,0.07742,1.028,0.1182,0.01034,0.1168,-0.01653,-0.02396,0.1092,-0.002372,-0.01553,0.00639,0.0623,0
16.19,9.822,20.25,13.66,-0.4498,1.06,0.05676,0.2004,0.8649,0.1386,-0.02781,0.1134,-0.02685,-0.007737,0.1076,0.01239,-0.000544,-0.02796,0.07469,0
15.35,10.1,17.64,11.29,-0.5221,1.595,0.03107,-0.09448,1.174,0.1091,-0.0164,0.131,-0.005586,-0.0107,0.09962,0.002454,0.00299,0.01196,0.07648,0
14.64,11.76,16,10.49,-0.5768,1.298,0.05527,-0.5891,0.487,0.134,0.02618,0.0944,-0.03207,-0.02074,0.1003,-0.01207,-0.01376,0.000344,0.0685,0
14.15,10.82,19.82,12.69,-0.2702,1.028,0.03867,0.4352,0.8354,0.0923,-0.002611,0.1004,0.009009,-0.01748,0.1433,-0.002016,-0.00743,-0.001822,0.08349,0
13.52,10.09,18.06,12.64,0.1268,1.196,0.04234,-0.496,0.3146,0.08216,0.01337,0.08147,0.005604,0.00362,0.09946,-0.009216,0.003992,-0.008642,0.05201,0
12.56,10.57,21.87,12.48,-0.06154,0.7452,0.06858,0.04756,0.638,0.07499,-0.008783,0.0963,0.01446,-0.03183,0.1258,0.00264,-0.01895,-0.002253,0.09738,0
14.72,10.68,21.96,11.97,0.2429,0.375,0.04966,0.6569,0.6925,0.09644,0.0102,0.09619,0.02008,-0.001609,0.1499,0.005168,-0.01572,-0.0114,0.0627,0
14.27,9.032,14.71,10.61,0.09673,1.079,0.04948,0.3691,0.6418,0.095,0.003653,0.1153,-0.00718,-0.04191,0.1374,0.01474,0.004391,-0.003164,0.07429,0
14.67,11.45,16.03,13.66,0.1914,0.5262,0.04203,0.205,0.7531,0.07199,0.00833,0.08107,0.001421,-0.004273,0.109,-0.000645,-0.01021,-0.004821,0.071,0
13.79,11.84,18.42,10.74,-0.2214,1.546,0.02666,0.5913,0.786,0.07256,-0.000813,0.08145,0.002275,-0.005135,0.1033,0.001492,0.002878,0.02538,0.08152,0
14.99,9.761,16.35,15.08,-0.04157,1.734,0.09444,0.6418,0.4366,0.07319,0.001036,0.09397,-0.006418,0.004219,0.1095,0.001692,0.002303,0.01339,0.09783,0
15.74,10.76,19,13.3,-0.3211,0.7148,0.03824,-0.0942,0.687,0.1043,0.003831,0.08781,-0.004082,-0.01138,0.113,0.005964,-0.007807,-0.01263,0.07082,0
14.64,11.67,19.5,12.71,-0.5994,0.7743,0.01607,0.09158,0.5305,0.08659,-0.02287,0.1244,0.003108,-0.003142,0.1042,-0.005056,-0.00414,0.006488,0.08721,0
12.28,10.95,19.41,12.48,-0.07668,2.033,0.07067,-0.1103,0.5318,0.1118,0.01958,0.0937,0.02032,0.0127,0.1056,0.02648,0.01121,0.0211,0.07227,0
15.57,7.948,18.26,11.9,0.403,0.1325,0.05785,0.7908,1.316,0.1483,0.000991,0.07288,0.0214,0.01159,0.1277,-0.02233,0.01516,0.01214,0.06348,0
13.61,8.484,18.65,13.75,-0.3952,2.351,0.01546,0.1065,-0.5388,0.09382,0.01813,0.1044,-0.002575,0.008402,0.07744,0.01172,-0.005078,0.000388,0.06865,0
14.24,10.8,17.74,14.01,-0.2964,1.014,0.006266,0.2417,1.156,0.0757,0.01086,0.1051,0.01262,-0.01157,0.1111,0.003715,0.007476,-0.007203,0.06293,0
14.24,10.01,18.55,15.07,0.2513,1.527,0.006414,-0.3769,1.198,0.07455,0.007509,0.1017,-0.005689,-0.02569,0.1311,0.003452,-0.001369,-0.0178,0.06614,0
14.96,11.16,19.3,11.66,-0.3406,0.09935,0.03249,0.9363,0.4934,0.07659,0.012,0.1013,-0.01793,-0.001452,0.0908,-0.00611,-0.008062,0.003495,0.06625,0
16.09,11.75,18.91,10.03,0.2986,0.1003,0.03494,0.6531,0.564,0.1078,-0.02304,0.1298,-0.01075,-0.00162,0.09219,0.01561,-0.004176,-0.009904,0.09031,0
13.13,12.14,18.5,12.99,-0.2507,0.8216,0.03501,0.8229,0.6277,0.1146,-0.003856,0.09052,0.00731,0.008902,0.1028,-0.01702,-0.02004,-0.00543,0.06978,0
15.69,10.54,19.95,15.37,0.3771,0.7022,0.02242,0.1114,0.8868,0.1069,-0.03043,0.1181,0.00729,-0.01687,0.1011,-0.00227,0.007118,-0.000358,0.06505,0
13.9,7.642,19.27,13.04,-0.6559,1.431,0.07205,0.07931,0.3776,0.1108,0.01592,0.123,0.01786,0.03136,0.1072,0.002624,-0.004992,0.009854,0.05562,0
13.39,11.3,20.2,14.22,0.09624,0.7299,0.038,0.4747,0.5883,0.1065,0.000111,0.1378,0.01233,0.004325,0.08702,0.002391,-0.003115,-0.004586,0.0522,0
14.68,12.04,18.32,12.04,-0.4209,0.9154,0.06192,-0.06707,0.3972,0.1002,-0.007374,0.1131,-0.004108,0.007808,0.1315,-0.00157,-0.004736,-0.00771,0.06366,0
15.45,10.26,19.32,13.12,0.1113,2.321,0.04937,-0.1833,1.14,0.09066,-0.006386,0.0741,0.02017,-0.005734,0.1066,-0.005815,-0.005147,-0.01396,0.06357,0
16.32,12.26,17.9,13.81,0.004199,0.8812,0.04987,0.2614,0.7325,0.1253,-0.01174,0.07897,-0.01604,0.01321,0.1324,0.03432,-0.00104,-0.007146,0.1011,0
13.77,8.964,19.74,10.56,-0.1734,0.8384,0.03152,0.09304,0.9856,0.1018,0.000837,0.1,0.0101,-0.006286,0.09402,-0.0121,-0.008453,0.01057,0.0866,0
13.94,11.16,14.96,12.23,-1.011,1.231,0.03629,-0.3173,0.3799,0.1671,0.03551,0.111,-0.006662,-0.01487,0.1558,0.009981,-0.007369,7.4e-05,0.09145,0
14.38,10.09,17.43,12.61,-1.052,1.156,0.04683,0.06432,1.266,0.1082,0.001548,0.1112,-0.01381,0.008534,0.1018,0.01349,-0.006289,0.002174,0.06724,0
13.45,12.86,18.68,12.27,-0.5168,0.09759,0.05233,1.005,0.5731,0.07892,-0.004011,0.08152,-0.006849,0.01118,0.09558,0.009611,-0.006632,-0.009744,0.07488,0
14.63,10.46,19.27,12.52,-0.2471,1.765,0.0606,0.1928,0.4826,0.1397,0.007638,0.1057,-0.007102,0.02609,0.103,-0.006998,-0.003157,-0.02782,0.08086,0
15.44,10.88,17.8,12.3,-0.723,0.549,0.01318,0.2676,0.7506,0.09321,-0.003167,0.1036,0.01186,0.001636,0.1075,-0.005545,0.01899,-0.004247,0.08767,0
11.94,11.56,19.47,13.12,-0.01647,1.329,0.05285,-0.1732,1.332,0.09062,0.00367,0.09514,0.004702,0.021,0.1109,-0.004068,0.007549,0.004784,0.07796,0
13.2,10.56,16.75,12.06,-0.5537,0.313,0.006319,0.3269,0.5955,0.1013,0.02611,0.1474,-0.001502,-0.01207,0.1248,-0.009026,0.01274,0.01026,0.08453,0
16.39,11.34,18.79,12.1,-0.5902,1.152,0.04516,0.02263,0.898,0.07468,0.00152,0.09739,-0.000308,-0.008383,0.09378,-0.01391,-0.005983,-0.01235,0.08122,0
14.77,8.838,13.56,13.04,-0.0398,0.5973,-0.004219,0.003185,0.735,0.06729,0.005114,0.09098,-0.002592,-0.007101,0.08998,0.006313,-0.006855,0.007144,0.07429,0
15.18,10.88,21.71,13.09,-0.7103,1.423,-0.004203,0.368,1.056,0.0666,0.003409,0.09006,0.003013,0.01169,0.1056,-0.001654,-0.005595,-0.008639,0.09664,0
14.14,8.945,19.03,15.08,-0.6869,0.7871,0.05171,0.4478,0.4441,0.116,0.008652,0.0876,-0.01332,0.02026,0.1214,0.002065,0.02636,0.01523,0.07946,0
13.34,10.31,19.93,12.98,-0.7522,1.209,0.04939,0.1508,1.282,0.07499,-0.002617,0.101,0.01943,-0.01615,0.145,-0.004285,0.02399,-0.02972,0.1066,0
13.02,9.79,18.39,12.47,-0.1326,1.441,0.02771,0.02065,0.8171,0.08413,0.01441,0.1138,-0.01741,0.009077,0.1073,-0.01027,0.008981,-0.01365,0.06141,0
14.33,11.84,19.13,13.62,-0.2015,1.504,0.06851,0.3047,0.01746,0.08338,0.03136,0.1172,-0.006823,-0.01009,0.1231,-0.004534,-0.002597,-0.001471,0.06445,0
14.21,10.72,18.96,13.37,-0.457,0.3605,0.05603,-0.04048,0.07979,0.09143,-0.009486,0.08658,0.00563,-0.01696,0.09698,-0.002891,-0.001466,0.01667,0.05494,0
14.28,9.181,18.79,12.65,-0.5502,0.9311,0.01111,0.1533,0.7642,0.11,-0.01595,0.1065,0.01391,-0.01206,0.08015,-0.002872,0.006801,0.005672,0.07722,0
14.13,11.14,15.49,12.22,0.2714,1.522,0.06233,0.4697,0.01238,0.09791,0.01626,0.0754,-0.01046,-0.003932,0.08887,-0.002041,-0.008879,0.01021,0.06714,0
14.77,12.54,18.06,12,-0.6079,0.6385,0.05776,-0.5464,0.7214,0.1081,0.02124,0.09515,-0.0139,-0.006926,0.1238,-0.01413,-0.0018,0.01723,0.06625,0
15.76,12.18,19.05,13.84,-0.4404,-0.4005,0.009992,1.333,0.8003,0.0838,0.004246,0.09734,0.000863,0.006269,0.09105,-0.00405,0.00501,0.001976,0.09317,0
14.93,10.25,20.34,11.54,-0.1436,0.3185,0.08818,-0.08927,1.462,0.09101,-0.01152,0.124,0.002768,0.0267,0.1038,-0.009522,0.004748,-0.004745,0.06779,0
14.91,9.47,18.79,10.53,-0.4854,1.233,0.0764,0.06827,1.083,0.07408,0.002305,0.1219,-0.01986,0.005946,0.1494,-0.006523,0.000815,0.0259,0.1108,0
13.45,9.434,21.54,11.25,-0.3681,1.548,0.005383,0.434,0.6249,0.1045,-0.01313,0.09646,-0.02058,-0.01009,0.1264,0.008313,-0.02344,-0.000962,0.07405,0
14.68,12.78,18.37,11.88,0.01252,1.299,0.02378,0.476,0.03177,0.09317,0.01081,0.08821,0.006721,-0.01116,0.107,-0.003254,-0.01535,0.005752,0.06763,0
13.72,10.97,22.32,12.94,-0.3522,0.919,0.06711,0.5501,0.3511,0.09091,0.000236,0.07494,0.02547,-0.004574,0.1039,0.02989,0.009239,0.01473,0.09025,0
15.29,12.46,19.7,11.51,-0.5175,0.2805,-0.008225,-0.3524,0.8677,0.09197,0.00047,0.09961,-0.01755,-0.008772,0.1083,0.004933,0.001503,0.006519,0.09494,0
14.37,12.93,19.55,13.85,-0.9176,0.5226,-0.01143,0.1744,0.8315,0.1015,-0.009555,0.1067,-0.002702,-0.00387,0.09406,-0.003543,0.000642,-0.007633,0.06856,0
14.7,9.138,17.61,13.31,-0.5053,1.441,0.07585,0.1128,0.3092,0.0854,-0.0164,0.106,-0.001666,-0.02807,0.1015,0.006451,-0.007568,-0.009855,0.07175,0
12.29,11.64,18.35,13.66,-0.4228,1.385,0.05188,-0.107,1.227,0.09854,0.001507,0.114,-0.004419,0.02836,0.09925,0.01558,-0.005394,0.01139,0.1212,0
15.14,11.41,19.55,15.23,-0.6299,1.265,0.02401,-0.4801,0.729,0.1084,0.01845,0.113,0.000836,-0.001158,0.1062,-0.01161,-0.00987,0.002432,0.07309,0
14.5,11.57,16.79,13.7,-0.4165,0.904,0.06431,-0.8893,0.436,0.08223,-0.000593,0.1093,0.00715,0.01659,0.1043,0.02264,0.005584,0.009626,0.09523,0
13.61,8.999,19.38,10.45,0.02895,1.53,0.03267,0.7024,0.3158,0.106,0.003544,0.09825,-0.03079,0.007276,0.1367,0.00909,0.000843,-0.01285,0.06363,0
15.37,9.221,21,12.73,-0.4566,1.019,0.02735,0.5392,0.9808,0.1051,-0.02787,0.1036,0.006201,-0.008602,0.107,0.006972,-0.003821,0.005521,0.07668,0
16.7,9.679,16.66,13.7,0.1167,1.169,0.04038,-0.3464,0.7397,0.09846,0.009712,0.08448,0.01192,-0.01151,0.08675,-0.01341,-0.01064,-0.003454,0.07739,0
13.18,9.523,17.79,10.31,-0.3272,0.6247,0.01727,0.5305,0.6303,0.07035,0.003613,0.09742,0.002887,-0.01517,0.08233,-0.007252,-0.006513,-0.000208,0.07517,0
13.76,7.777,19.23,12.41,-0.3783,0.4984,0.09039,0.3749,0.5892,0.08238,0.005093,0.1182,0.004769,-0.02719,0.1788,-0.0193,0.002439,0.009139,0.0997,0
15.09,9.834,20.28,11.32,-0.1126,1.288,0.007238,0.5085,0.2175,0.09894,0.00279,0.09713,-0.004588,0.02437,0.1119,0.006968,-0.003521,0.002764,0.068,0
14.88,10.51,20.05,11.8,-0.636,0.4616,-0.009327,0.3089,0.3868,0.1155,0.04081,0.1237,-0.02531,-0.008786,0.1186,0.0117,-0.004546,-0.00201,0.09667,0
15.01,12.63,17.27,12.8,-0.3217,0.9704,0.0145,0.5932,0.6701,0.09165,0.01109,0.08541,0.02319,-0.006884,0.1403,-0.01968,-0.005397,0.00265,0.07766,0
13.73,7.913,22.35,12.85,-0.3647,0.7446,0.02488,0.4867,0.2337,0.08948,-0.004875,0.1156,0.0159,-0.009423,0.1121,-0.003452,0.00698,-0.0219,0.09409,0
15.53,8.373,17.77,9.837,-0.7744,0.1743,0.06333,-0.02203,0.5764,0.07574,-0.01569,0.1193,-0.02355,0.01982,0.1209,-0.007254,0.016,0.008492,0.07217,0
15.55,11.58,20.34,11.04,0.3125,2.168,0.03868,-0.02103,0.3507,0.1011,-0.01891,0.1557,0.018,0.01957,0.1149,0.01227,-0.005267,0.01335,0.07298,0
13.05,8.512,17.9,11.94,-0.3222,0.6139,0.05204,-0.1272,0.1383,0.08767,-0.002277,0.09107,0.001356,-0.01193,0.1111,0.02108,0.000694,-0.008288,0.1198,0
16.12,11.68,17.14,15.26,-0.701,0.2649,0.1026,0.4376,0.9475,0.09082,0.003118,0.09306,-0.004293,-0.02617,0.1226,0.008465,-0.000787,-0.01305,0.06697,0
14.65,7.957,20.42,13.58,-0.4853,0.742,-0.005567,-0.4235,0.2436,0.09667,0.007972,0.111,0.006181,-0.007376,0.105,-0.01256,0.005636,-0.009996,0.06822,0
17.15,11.2,21.15,12.6,-0.008184,1.215,0.06175,0.428,0.5628,0.07629,0.01373,0.1373,0.00473,0.01032,0.1128,0.001485,0.002478,0.007284,0.07396,0
14.79,10.33,16.69,12.77,-0.3372,1.279,0.07977,0.4097,0.9847,0.06875,-0.007072,0.09083,0.000332,-0.002994,0.1027,0.007651,0.001645,0.01664,0.07399,0
15.07,9.622,17.43,13.71,-0.146,0.332,0.03273,0.3579,1.079,0.1354,0.005486,0.08456,-0.000988,-0.005278,0.07925,0.03362,0.01892,-0.007911,0.1055,0
14.28,8.301,18.69,11.11,-0.3435,1.778,0.01606,-0.1499,0.7786,0.1046,-0.006851,0.1405,0.01163,-0.00683,0.07312,0.01291,-0.01728,0.009813,0.08052,0
14.61,11.05,19.35,12.95,-0.3384,-0.6805,0.02368,0.04826,0.9498,0.1034,0.005718,0.1171,-0.01517,-0.01682,0.1119,0.0154,-0.001347,0.002696,0.07697,0
15.56,10.08,21.99,10.52,-0.6256,0.3525,0.04437,0.4915,0.6921,0.07894,-0.000626,0.07437,-0.001339,-0.00503,0.09954,0.003893,-0.001368,0.003645,0.07265,0
14.23,11.4,17.99,10.92,0.04187,1.401,0.04818,0.6534,1.411,0.09511,0.01485,0.1048,-0.01167,-0.007265,0.1065,0.01175,-8.5e-05,-0.01185,0.08235,0
14.06,10.78,17.96,11.96,-0.5581,0.6898,-0.02985,-0.4849,1.048,0.08655,0.0122,0.1088,-0.03139,-0.01502,0.1255,-0.00743,-0.009885,-0.00637,0.0821,0
12.81,11.19,19.73,12.15,-0.3897,0.2527,0.06129,0.02117,0.3222,0.09936,-0.00341,0.1397,-0.001895,0.02468,0.1199,-0.006402,0.005851,0.004195,0.05742,0
13.64,10.25,18.65,12.27,-0.3772,0.07892,0.02751,0.347,0.8595,0.09046,-0.009256,0.1044,-0.008792,-0.01246,0.1002,0.009247,-0.000155,0.003868,0.06509,0
13.52,11.18,18.14,11.88,-0.2801,0.5569,0.006692,-0.3896,0.5794,0.09516,-0.01012,0.09458,0.009443,-0.01347,0.08351,-0.019,-0.002184,0.003969,0.08382,0
15.72,11.51,17.95,12.68,-0.6163,1.761,0.01971,0.7671,0.57,0.09188,-0.01808,0.1206,0.007638,-0.02854,0.128,-0.00915,-0.009798,0.01265,0.07047,0
15.15,11.34,20.65,12.7,-0.4816,1.074,0.05205,0.001578,0.3996,0.09745,0.01208,0.101,-0.004836,-0.001905,0.1024,0.01111,0.00369,-0.006826,0.07143,0
15.8,9.8,16.65,12.22,-0.6745,1.702,0.02902,-0.4004,0.75,0.1028,0.01114,0.08451,0.00901,0.005207,0.09375,0.008996,0.004173,0.00312,0.07632,0
15.87,11.03,19.02,12.17,-0.5466,1.328,0.06071,1.096,0.4348,0.07367,0.000674,0.09863,0.01398,0.01894,0.1182,-0.01823,0.002483,0.004615,0.1044,0
15.2,9.71,18.03,12.16,-0.4885,0.1558,0.004293,0.04164,0.544,0.12,-0.005467,0.09255,0.02369,-0.000489,0.09357,0.01204,-0.01254,-0.003316,0.08618,0
15.72,13.01,19.17,12.58,0.01831,1.521,0.001251,0.6843,0.537,0.07242,0.005952,0.0776,0.002942,0.01524,0.1125,-0.01524,-0.007154,0.003351,0.07847,0
13.47,11.45,21.15,14.1,-0.4488,0.2296,0.03578,0.08446,0.4071,0.09033,0.000148,0.124,-0.001615,-0.01143,0.1007,0.004131,0.00612,0.002078,0.08737,0
14.98,11.87,19.63,12.49,0.05574,0.491,0.02162,0.3101,0.5391,0.09892,-0.0139,0.125,-0.005033,0.009449,0.1029,-0.003451,-0.009774,0.009141,0.06665,0
15.83,8.621,16.99,11.2,-0.4058,0.6978,0.01391,0.5415,1.144,0.1135,0.003211,0.1244,0.03712,0.01237,0.1055,-0.008624,0.00545,-0.000272,0.07779,0
15.29,10.59,21.75,13.69,-0.7294,1.392,0.06081,0.8727,0.3791,0.1012,0.006231,0.1171,-0.001513,-0.006957,0.1248,0.01379,-0.008469,0.004479,0.06698,0
14.74,10.43,16.81,13.28,-0.9984,1.208,0.03834,0.4737,0.8437,0.09881,0.01728,0.0794,0.001738,0.006478,0.09589,0.017,-0.00428,-0.006579,0.08431,0
14.93,12.67,18.19,11.92,0.1545,1.127,0.029,0.1236,0.2515,0.1052,-0.008798,0.147,0.02498,0.024,0.1034,0.004565,0.001974,0.008878,0.06155,0
12.86,9.593,17.09,11.06,-0.1825,0.6047,0.01429,0.4613,1,0.08338,0.01981,0.1152,-0.0201,-0.015,0.139,-0.005035,-0.009147,0.008998,0.0697,0
14.83,11.51,19.91,13.47,-0.4912,1.062,0.05109,-0.07182,1.179,0.09611,0.01567,0.09986,-0.006141,0.005255,0.1021,-0.01091,0.00476,0.00385,0.1038,0
16.05,10.71,17.39,11.88,0.5541,0.5763,0.0825,0.255,0.6319,0.08307,0.001858,0.09224,-0.00425,0.005468,0.1166,0.000707,0.00767,-0.004925,0.07134,0
13.04,9.935,21.09,11.47,0.08179,1.358,0.008478,0.3609,-0.008779,0.08472,0.01052,0.09405,-0.01764,-0.004578,0.1091,-0.01799,-0.008761,0.01031,0.05542,0
13.72,11.03,18.95,12.23,-0.3479,0.9899,0.04959,-0.4121,1.205,0.08779,-0.009913,0.1198,0.01215,0.02895,0.1371,0.005325,0.01182,0.004141,0.08403,0
14.56,10.39,18.05,12.2,-0.6614,1.755,0.04197,-0.3351,0.5216,0.08469,-0.02418,0.1103,-0.007549,0.009101,0.1434,0.02338,0.003614,0.01153,0.07661,0
14.71,11.53,20.15,13.4,-0.007883,1.055,0.06726,0.2838,0.444,0.07735,0.009021,0.1063,0.01116,-0.005252,0.08943,-0.008788,-0.01162,0.01367,0.07218,0
13.38,11.64,19.43,12.31,-0.1382,1.058,0.03171,0.2333,0.8721,0.07968,0.01526,0.1098,-0.002858,-0.007105,0.1206,0.000182,-0.01077,-0.01117,0.06888,0
13.68,10.21,15.57,12.07,-0.9576,1.766,0.03994,0.4896,0.7716,0.1044,0.00593,0.09537,0.01053,0.02939,0.1002,0.01503,0.001916,0.000884,0.06761,0
14.23,10.97,16.94,12.15,-0.4934,1.373,-0.04027,0.4514,0.9752,0.09518,-0.01199,0.1164,0.002903,-0.02151,0.1109,7e-04,0.003496,-0.0174,0.07037,0
14.14,10.39,19.03,13.01,-0.2584,1.001,0.01089,-0.253,0.6856,0.1105,-0.002266,0.1191,-0.01215,0.00893,0.1513,-0.00866,0.002929,-0.01296,0.07642,0
16.23,11.19,17.2,15.24,0.2202,1.279,0.04822,0.02475,0.7113,0.1198,-0.0167,0.1186,-0.0028,-0.01655,0.1142,0.02323,0.008645,-0.01781,0.08318,0
13.4,9.766,17.27,11.05,0.2177,0.3932,0.04659,-0.1283,0.7358,0.1326,0.01135,0.1175,0.01262,-0.005029,0.104,0.02244,0.02203,0.004372,0.08121,0
15.36,11.26,17.99,13.64,-0.04366,0.5896,0.03688,0.4102,0.5166,0.1038,-2.8e-05,0.09955,0.0138,-0.008575,0.1081,0.01332,0.02394,0.004192,0.09732,0
13.45,13.06,18.01,13.05,-0.5961,1.203,0.04488,0.2409,0.5896,0.1173,-0.01781,0.1057,-0.00109,0.0149,0.08398,0.0183,-0.0223,-0.01063,0.08474,0
13.85,11.18,17.66,12.26,-0.09422,0.2127,0.09618,-0.06177,1.099,0.1016,-0.01485,0.09344,-0.008575,0.006879,0.09183,-0.005237,-0.005958,0.01154,0.07546,0
14.06,9.422,17.17,11.11,-0.7946,1.267,0.06364,-0.4705,0.3543,0.08344,0.007427,0.1063,-0.008142,0.002305,0.1038,-0.003426,0.01201,-0.000845,0.07152,0
14.69,9.519,20.61,13.49,-0.2346,0.3303,0.04126,0.456,0.5873,0.08696,-0.001972,0.1112,0.011,0.007186,0.09431,0.008233,-0.000463,0.01027,0.08273,0
14.35,9.116,19.98,12.57,-0.00603,0.8362,0.04371,0.477,0.6438,0.1053,-0.000885,0.1146,0.02147,-0.01012,0.112,0.004146,0.006452,0.001715,0.08247,0
13.33,10.12,19.42,11.08,-0.545,0.5159,0.0106,0.6672,-0.003204,0.08372,0.004503,0.0802,-0.002528,0.004587,0.07396,-0.004825,-0.002673,-0.001165,0.07594,0
16.16,11.12,19.01,11.56,-0.2386,-0.271,0.04904,-0.238,0.6857,0.1154,0.02537,0.1089,-0.01379,-0.03126,0.1096,-0.021,-0.01138,0.006232,0.07902,0
14.03,8.815,18.93,13.52,0.4589,1.415,0.06533,0.4267,0.1265,0.07687,0.009935,0.123,0.006994,-0.007542,0.07476,0.003349,0.01128,-0.01793,0.07282,0
14.56,11.11,18.88,12.48,-0.8031,1.185,0.09733,-0.03009,0.9191,0.1274,0.05176,0.1321,0.00154,0.01004,0.1279,-0.01726,-0.009654,0.00556,0.07435,0
14.66,9.664,22.09,14.79,0.1711,1.277,-0.003031,0.572,0.6178,0.07312,0.005107,0.103,-0.01184,0.01917,0.1128,0.002808,-0.004328,-0.01748,0.1019,0
14.42,8.617,20.12,12.33,-0.3776,0.6865,0.05993,0.4333,0.8843,0.08387,-0.01198,0.102,-0.006905,0.01033,0.08461,0.000563,-0.000777,0.01044,0.0837,0
15.38,10.53,18.38,13.41,-0.09739,0.2431,0.04182,-0.3984,1.026,0.0792,-0.01344,0.1016,-0.01584,-0.006279,0.1343,0.009879,-0.002299,-0.0217,0.1067,0
14.93,11.13,18.68,12.05,-0.6686,0.8166,0.0305,0.05771,0.7391,0.09861,-0.004757,0.1315,-0.005897,0.004189,0.1099,0.01672,-0.009783,-0.004112,0.06644,0
13.99,9.48,16.87,13,-1.055,1.132,0.00354,-0.1799,0.6958,0.0959,-0.00727,0.1055,-0.01256,0.002309,0.1074,0.01561,0.008367,0.008221,0.095,0
15.52,9.553,21.02,10.21,-0.3341,0.834,0.03694,0.02382,1.091,0.0881,-0.005394,0.1285,-0.000422,0.002061,0.1562,0.005436,0.009718,-0.006093,0.05775,0
16.53,11.1,19.43,13.28,-0.4785,2.005,0.05809,-0.4518,0.6998,0.08206,0.000658,0.1388,0.000855,-0.009247,0.1134,-0.01139,-0.000982,-0.000783,0.07319,0
14.73,9.071,17.23,12.82,-1.008,1.369,0.07952,-0.2385,0.414,0.09008,-0.000632,0.1091,-0.01154,0.02914,0.1133,-0.005494,0.000885,-0.007556,0.08075,0
13.65,9.693,16.33,11.1,-0.6373,2.045,0.01906,0.0302,0.6905,0.07262,-0.007717,0.1043,-0.000607,0.002677,0.09535,0.000658,0.004463,-0.0163,0.06849,0
13.65,11.12,19.52,12.97,-0.004263,1.473,0.03499,0.8354,0.903,0.1147,-0.005576,0.08599,0.008578,0.004056,0.1023,-0.008059,-0.0149,-0.01218,0.08214,0
14.17,9.732,17.34,12.5,-0.5247,0.9994,0.03635,0.7073,-0.02434,0.08662,0.003467,0.1269,-0.0388,-0.000161,0.1266,-0.001357,-0.003017,-0.009932,0.07212,0
13.92,9.868,19.01,13.29,-0.7546,0.6448,0.03597,0.352,0.5065,0.1023,-0.01086,0.1032,-0.03006,-0.00413,0.1235,-0.01708,-0.002562,-0.01327,0.09694,0
15.36,11.1,16.2,14.33,-0.5108,1.931,0.01804,0.7114,0.5673,0.0934,0.02074,0.09606,0.003638,-0.01896,0.1162,-0.01458,-0.009868,-0.01555,0.08007,0
12.84,12.91,19.9,9.744,-0.4549,0.9053,0.05114,-0.5183,0.3848,0.0951,-0.01986,0.09721,0.01569,-0.01964,0.1116,-0.000483,-0.01809,-0.001053,0.07923,0
15.85,11.06,17.69,10.18,0.002332,-0.1832,0.003823,0.1565,0.3849,0.09203,0.002322,0.1007,-0.0291,0.003408,0.1268,0.00545,-0.004405,-0.0104,0.08077,0
14.34,10.54,16.09,13.72,-0.4865,1.086,0.06588,0.2168,0.8131,0.09173,0.001835,0.08441,0.005762,0.000518,0.1147,0.001624,0.008893,0.01136,0.06116,0
15.07,10.7,21.39,12.35,0.9034,1.173,0.06801,0.7001,0.7064,0.09724,0.001762,0.07558,-0.006868,0.006653,0.09087,-0.01071,0.01008,0.00089,0.06711,0
